,expression,annotation,embedding,similarity_0,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9,similarity_10,similarity_11,similarity_12,similarity_13,similarity_14,similarity_15,similarity_16,similarity_17,similarity_18,similarity_19,similarity_20,similarity_21,similarity_22,similarity_23,similarity_24,similarity_25,similarity_26,similarity_27,similarity_28,similarity_29,similarity_30,similarity_31,similarity_32,similarity_33,similarity_34,similarity_35,similarity_36,similarity_37,similarity_38,similarity_39,similarity_40,similarity_41,similarity_42,similarity_43,similarity_44,similarity_45,similarity_46,similarity_47,similarity_48,similarity_49,similarity_50,similarity_51,similarity_52,similarity_53,similarity_54,similarity_55,similarity_56,similarity_57,similarity_58,similarity_59,similarity_60,similarity_61,similarity_62,similarity_63,similarity_64,similarity_65,similarity_66,similarity_67,similarity_68,similarity_69,similarity_70,similarity_71,similarity_72,similarity_73,similarity_74,similarity_75,similarity_76,similarity_77,similarity_78,similarity_79,similarity_80,similarity_81,similarity_82,similarity_83,similarity_84,similarity_85,similarity_86,similarity_87,similarity_88,similarity_89,similarity_90,similarity_91,similarity_92,similarity_93,similarity_94,similarity_95,similarity_96,similarity_97,similarity_98
26,帮忙写一下电路原理的实验报告,"情境感知,个性化知识理解,通用,专业,生成,智能","[-0.02199961  0.00088096  0.0054999  ...  0.00272466  0.00214129
 -0.01521493]",0.7691873632941413,0.7502307171490884,0.7694458526137933,0.7935195047084506,0.7610022360557499,0.7549968140628733,0.7705506065390364,0.7509151909522561,0.7492426230582196,0.7551407154100083,0.7891910917788364,0.789232542055256,0.7662686183571028,0.7914040161147147,0.7757864039312271,0.7340967539050376,0.7633849501961587,0.7468884565620473,0.7943827171087902,0.7931652847859637,0.8077810581509121,0.7607855202356594,0.7294423385410267,0.7670488181533874,0.8167558263649192,0.7811097763555476,0.9999999999999998,0.8840034165347769,0.7335836188805821,0.764348612080742,0.769330764823354,0.9177597851035867,0.7873614302364578,0.7735096445628112,0.7880503942667272,0.818248447774597,0.7957492712524805,0.7689624224862388,0.7797241020290169,0.7776480047302374,0.7655759788906368,0.7386309852753395,0.769948040683571,0.7599478831681451,0.7708138446907004,0.7801901257795024,0.7369141336413337,0.7675262106711181,0.753704239257446,0.774055421300004,0.7477841852287933,0.780092680465208,0.7871943863510241,0.7848818035921121,0.7548399455158253,0.7704049310846504,0.817778110139329,0.7771365026917726,0.8138608897782041,0.8108703594635982,0.7213345581411562,0.8093111222842212,0.8021046480601974,0.7750474997204114,0.8287312751984184,0.758446773966148,0.8127272216162471,0.8046070181252235,0.782887510651819,0.8097190731124033,0.7972844625223539,0.7583511354764094,0.7942791481468486,0.8054924473661291,0.7813553974239602,0.7690229615992891,0.8002826736130585,0.7603658871024673,0.7315319658644863,0.7591339969769084,0.7538728574825522,0.773529933000331,0.766141171899052,0.7218920350108271,0.7600110822502926,0.7726671020220126,0.7900138275711049,0.7801901257795024,0.765815265883109,0.7781048377787436,0.7982463904284928,0.7518483323011905,0.7923085475204267,0.7501659763831708,0.7778657068746262,0.7638474293688554,0.7199271437736354,0.7704637713392345,0.7824170595913749
27,查找电路原理第一章学习资料,"特定语义功能,自主寻找,信息获取,专业","[-0.02118808  0.0088397  -0.00405946 ... -0.00096642 -0.00099022
 -0.0115732 ]",0.7747330665107792,0.7667166868254423,0.7778305309428835,0.783865382317524,0.7458024748879551,0.7457445837376284,0.8034400536540892,0.7585333425034451,0.7488745041739198,0.7572487502680411,0.7763166849707269,0.7637551158803841,0.7541052868308296,0.8104369369218519,0.7889318438140376,0.763445439322344,0.7435677664323334,0.7313335005231469,0.8082660683857846,0.7660751899180466,0.7902850115252271,0.7567162623964523,0.7110163699204165,0.7338362702497518,0.7881476623321283,0.7409085556749762,0.8840034165347769,1.0,0.7388112692624156,0.7603849997135613,0.7454030122610581,0.842009872442582,0.7579561847377562,0.757691263497703,0.7570921027338727,0.8476216929495549,0.7679691537287745,0.7576875473089498,0.7548998343406658,0.7655975789757605,0.7894351042909091,0.7606612130368273,0.7831282151618062,0.7790078926504129,0.7660250379988056,0.779941784696573,0.729002209749267,0.7837602699980892,0.7235965366975815,0.7553759595125064,0.7354968858183214,0.8057893577520342,0.7781443200356165,0.7533889012755055,0.7424421487829154,0.7393185135194336,0.7840910019411907,0.7803743759520996,0.8049183109789753,0.8113302323939741,0.725135213722248,0.7899103322906019,0.7476710462803816,0.7520985556294187,0.7812935946723647,0.7561969844581328,0.7924979233401908,0.7826380319477434,0.7481902175001943,0.8107330309920957,0.7966949903920005,0.7947803932840655,0.7549593037247769,0.7745734105606928,0.7364934186024785,0.7495962616854444,0.8091099217269069,0.7935309392247272,0.7385682392365418,0.7331117407516324,0.778500995759278,0.7686958787198396,0.7628442119305671,0.7161762354688302,0.7720874576049854,0.7795949830084662,0.8131865568339881,0.779941784696573,0.7591738554009982,0.7468266175202029,0.7606294327894847,0.7250382472453222,0.7848758367762114,0.7442279373458617,0.7584927641608665,0.7627160865839899,0.7152045811296442,0.7645526460584754,0.7593064089020615
28,拍星轨有哪些技巧,"高级智能理解,自主寻找,信息获取,条件判断,信息处理,信息存储与提取,专业,生成","[-0.01069124  0.00838752  0.01185379 ...  0.0188006  -0.0012838
 -0.01708886]",0.7335467222993892,0.7362092077734836,0.7359948066403956,0.7883272866885798,0.7639131827878308,0.7489971330164764,0.7522475389044317,0.734187196178358,0.7574140013360766,0.7375928899460535,0.7333070888490598,0.754474334852562,0.752977369596325,0.754311717410473,0.7344878449868593,0.7318462558222586,0.717397921850086,0.7159418829538193,0.7259123190399448,0.7631715951639239,0.7667671190390851,0.7657133156093936,0.6789522764298064,0.724172302341215,0.7637375913606546,0.7314581941604901,0.7335836188805821,0.7388112692624156,0.9999999999999999,0.7157276179422348,0.7295356927519773,0.7389640029045516,0.742630392537128,0.7337265200647395,0.7501746981473348,0.7330779751145501,0.7875110749353048,0.721511671629636,0.7251982032378183,0.766568440402447,0.7387611789778424,0.7462732814948394,0.7467081747230007,0.7378807754322365,0.7350875663513639,0.7629668023510371,0.7214982887532563,0.7543940394808594,0.694243275483755,0.7440502116696626,0.7473062367026673,0.7433316385581056,0.7608238873597345,0.7170981646265229,0.7390774462600073,0.7529048981270708,0.7263714682600169,0.7574844217812637,0.7158882623440421,0.7363519178814605,0.7664555898844313,0.7086849734823336,0.7219935373864411,0.7428825617332167,0.7432792007571554,0.7383327377299372,0.7433678974316007,0.7579304113532273,0.7392319732593227,0.7392422427093188,0.7356222785389877,0.7355478086577492,0.7330518206254463,0.7354752853336768,0.7161946090624624,0.7307961161326683,0.7378998611439982,0.720804962715388,0.7121940081611073,0.7480123865199338,0.7611546384831497,0.7565532549729058,0.7520835504793999,0.7051318284672609,0.7418698360665352,0.7567010228444762,0.7742328383132984,0.7629668023510371,0.7208127750934025,0.7133147365319655,0.739866285241047,0.7315260677902978,0.7822455991909993,0.7541904472804634,0.7512126043393224,0.756619546504418,0.7197987586887714,0.7418419579851734,0.7558174638496827
29,【预约完一个咸鱼送货订单】定一个明早九点的闹钟,"不完整目标理解,模糊表达理解,口语化表达理解,情境感知,个性化知识理解,隐性步骤提取,特定应用功能,设备联通,条件判断","[ 0.01147502 -0.01662093  0.00291426 ...  0.0102498   0.02533046
 -0.01894534]",0.7909951747887229,0.818053562657285,0.8028016658585363,0.7941321196018686,0.779975950803241,0.767224260357015,0.7778701200725544,0.8103271762093356,0.7670069391431429,0.8021366411052542,0.762693767607746,0.7844471975172792,0.776949737247094,0.7600347033043704,0.7456054500709368,0.8013219012539871,0.7965045334097794,0.787366830122002,0.7596322343353222,0.7824985757939451,0.7819083336945417,0.7638584819328564,0.7741712284838409,0.7988255547807894,0.7938499831732644,0.7773073001717979,0.764348612080742,0.7603849997135613,0.7157276179422348,0.9999999999999999,0.7910223220504449,0.779695552349338,0.8138229263598559,0.8195433649557133,0.7737630984948244,0.7635551344886674,0.7582004097602697,0.8082889568343262,0.8708799534655612,0.8026439363490544,0.7827160678077648,0.7434782184416334,0.7870159645260494,0.7491852980221576,0.776489600478479,0.790834558394202,0.7784046442207222,0.7792592934800322,0.7208198333426282,0.7680085363839878,0.7827327697663508,0.7405644625206752,0.7934019072883389,0.7870439828074359,0.7924734668636395,0.7965398953778828,0.7736527129775751,0.7564435639059884,0.7590472114586834,0.7657801765118091,0.7664033961466526,0.7411316990374809,0.7658674516937495,0.7584907199006208,0.8065256723354893,0.7750479909022506,0.7314631298934703,0.7632680554725108,0.7619691356252413,0.7370848728757151,0.7632746808901764,0.7509960238922135,0.741030404518897,0.7761543249454762,0.7559086520911473,0.7341289018687972,0.7672095492024341,0.773765381063087,0.7572215605414028,0.7565238438227173,0.7614053007808232,0.8130272677724805,0.7770952472267391,0.7461529538750991,0.7906676882983862,0.7815468808954114,0.7816071641503637,0.790834558394202,0.7552507367146167,0.7923007984454369,0.8057495005192402,0.760283479417255,0.8040737299740802,0.7647687038588368,0.7879742081021179,0.7771850045989277,0.763258759923246,0.8036095275547049,0.7808641068689558
30,帮我简要制定一个7月25日~7月27日在三亚市三日游的旅游攻略，并安排好每日中午和晚间的用餐地点，用餐地点要有当地特色,"情境感知,个性化知识理解,高级智能理解,隐性步骤提取,任务调度,特定应用功能,特定语义功能,信息获取,信息处理,信息存储与提取,通用,生成","[ 0.00162798  0.00839057  0.01390673 ...  0.01448161  0.00787729
 -0.02311857]",0.7845511500212854,0.789436893525902,0.7487119336452143,0.7607971820115471,0.7469284295471521,0.7293791738200721,0.7753706666853132,0.7441116299291415,0.7209674966950708,0.7975864285713645,0.8278898965331623,0.7821206484607636,0.7558114779352391,0.7624679947092261,0.7442105913689219,0.7459122100432882,0.7475063028956784,0.7662613994577903,0.7952775878697804,0.8757265744941752,0.7673495622434635,0.7381882394993154,0.7407063529018988,0.7580318652331786,0.8620373394490665,0.8582988126194881,0.769330764823354,0.7454030122610581,0.7295356927519773,0.7910223220504449,1.0000000000000002,0.7959293617371641,0.8583964442622609,0.7825214484259446,0.8545710648328402,0.7829279959880633,0.7744583984183331,0.7767484128783954,0.7981631206630437,0.7625012729391476,0.760956250604147,0.7415389788146525,0.7266939878824816,0.7331884411895958,0.7238917589156616,0.7449291026668338,0.7186344585944789,0.7845107673592095,0.7125386276815838,0.7588207288473067,0.7309563670953729,0.7604141332696321,0.7740475243859717,0.7898377991489991,0.7726093413195387,0.7684501098836269,0.7513313419970087,0.7194618298075602,0.7874451359099627,0.7395279384421185,0.7331541133140187,0.7370052576796342,0.7575641536665159,0.7524416057467094,0.8261417854254608,0.7522998820659396,0.7432750037036293,0.7402563604565442,0.7610264777463884,0.762682419936202,0.7985116270371523,0.7440369333305041,0.7612744515440365,0.7845443789493114,0.7502995862768069,0.7336174728671028,0.7668596329899449,0.7370306356497612,0.724938445235151,0.7306720733572543,0.7838937825540059,0.7915682721377312,0.7437765014305198,0.7074008323792337,0.7351382063276172,0.7415089337624458,0.7552918524505714,0.7449291026668338,0.7543001030768849,0.744683335133676,0.7984951284443774,0.7505587805837687,0.8153601244071524,0.7789894456121066,0.7340111434595094,0.7564458084460807,0.7231966729574743,0.7667104104458328,0.7750790974195169
31,帮我根据已有信息整理出一篇实验报告,"情境感知,信息获取,信息处理,信息存储与提取,专业,生成","[-0.02604351  0.00917697  0.00044618 ...  0.008314    0.0076124
 -0.02160938]",0.7988291374805709,0.7694420372210765,0.7742304242715188,0.7869718845661509,0.7638776056670067,0.7494717465282753,0.8190517910116861,0.7709805000692607,0.7458968788277908,0.7795377272318823,0.8182640342249337,0.8000517683692967,0.7606938533832948,0.8356921956327633,0.8268901841256865,0.757499378715478,0.7698230864276677,0.7488856951334055,0.8481858819507008,0.8099423621496359,0.8155962026835394,0.775878545262188,0.747118537055421,0.7748248619627571,0.8240584257496639,0.7886668820796942,0.9177597851035867,0.842009872442582,0.7389640029045516,0.779695552349338,0.7959293617371641,1.0000000000000002,0.8037014967251342,0.7872501490319588,0.8040786111248064,0.842041308105975,0.8088141669682777,0.8069110778810072,0.7971971719730099,0.7814724756084208,0.7886884682794588,0.758980166423873,0.7631025588422818,0.770977159590551,0.7598366836360536,0.7730917896194484,0.7324680020020305,0.7954877268379366,0.7993392962763813,0.7925694997759793,0.7619819797175822,0.801185431956835,0.8109856310797484,0.794483534317001,0.7729982149588295,0.7911502670508276,0.8422597069829135,0.7857817438146951,0.8483149325627007,0.8179058951628353,0.7318140020477534,0.8373926667074627,0.8062677828721441,0.791652039471231,0.8514315764953009,0.7619533277028774,0.8219400420545346,0.8094080122718028,0.8081840813460593,0.8554530844340835,0.8321349392856501,0.7938977752109025,0.8229064537683888,0.8373043562331295,0.7951784905950295,0.7807360439725335,0.8396267875878248,0.7735979957537585,0.7322837710886491,0.7700416784784145,0.7776641254483931,0.7986281154332222,0.7627967730230608,0.7229238099047278,0.7589583989733556,0.771096154379842,0.8034782937422981,0.7730917896194484,0.8212792401673976,0.7924583474703067,0.8248140417054743,0.7704275067852708,0.8044213632875884,0.7600719320999189,0.7779248864197738,0.765206618990161,0.7330173047141556,0.7911286937494992,0.7951706358830725
32,帮我规划一下去秦皇岛该玩哪些，定个计划,"情境感知,个性化知识理解,设置条件触发,构建循环,隐性步骤提取,任务调度,特定执行动作,长任务,复杂任务,操作,自主寻找,信息获取,条件判断,偏好分析,信息处理,信息存储与提取,信息,通用,专业,生成,智能,执行","[ 0.00461536 -0.01109039  0.01007603 ...  0.00661366  0.00722228
 -0.01183426]",0.8001979430991845,0.8176214737106622,0.7707167810226689,0.7898749038068313,0.7566672359582818,0.765909768367303,0.7830368203558618,0.7605229515240485,0.7574374951506964,0.8300300064199851,0.8158009021909546,0.7841554692577475,0.7761391560917621,0.7842986247142848,0.7475064165815948,0.7753339726479148,0.7953967390785659,0.7760632974903432,0.8033579401393293,0.8652544261977114,0.8129261853963708,0.7412167619357464,0.7469967806847803,0.7961330200792376,0.9024900597991286,0.8747253730033385,0.7873614302364578,0.7579561847377562,0.742630392537128,0.8138229263598559,0.8583964442622609,0.8037014967251342,1.0,0.787316603513376,0.8740898089397824,0.7946952820267484,0.7939528538381184,0.8065763028688947,0.8204399674752578,0.7951500814906198,0.7700311046818236,0.7554012384006916,0.7727714681540898,0.7522584972203991,0.7652546458758211,0.7697932472283251,0.726995436496295,0.8099383034551485,0.7342134979579228,0.7843838376352499,0.7835474330917824,0.7818737251005461,0.8082230163589104,0.8199381005585119,0.814905015389931,0.8110608314703363,0.7732014708556549,0.7462831360719326,0.798393406386284,0.7805692773641351,0.7470706333381077,0.7503589172681483,0.7919144757451695,0.7714577917052451,0.8967410527937063,0.7797914558603772,0.7617757509264451,0.7684913854683375,0.8083408071353662,0.7756642220970457,0.7770019802513091,0.7690111023764364,0.7812222022749143,0.8369817092715576,0.7958693544142261,0.7660366870297615,0.7886033960159645,0.755118968887012,0.7347546929317885,0.7492068926983609,0.7966922930823739,0.8242113950997398,0.7868600945110182,0.7589429281290656,0.7559389264260129,0.7640481592568467,0.7732018992173656,0.7697932472283251,0.7838912822713533,0.7889174317475058,0.837661133075496,0.7886980674266649,0.8620346515471229,0.7835164702989295,0.7685430534939122,0.7934566489733662,0.7619605130658963,0.7866356996435271,0.8143247048009743
33,帮我跟闲鱼发布KT7商品的卖家小鱼儿沟通一下，争取把他发布的价格讲到8折以下,"特殊语序理解,抗冗余表达干扰,口语化表达理解,情境感知,个性化知识理解,高级智能理解,特定应用功能,特定语义功能,信息获取,信息运算,条件判断,信息处理,通用,生成","[-0.02622782 -0.00948226  0.00144887 ... -0.00039861 -0.00120079
 -0.01901965]",0.7535655303377838,0.7646622992183402,0.7763118179734374,0.7766065705295753,0.7647685755555844,0.7552974042963438,0.7775086688702132,0.8490388246636754,0.7369349986081946,0.7805732422111459,0.7705651998680941,0.7847730607621857,0.7571772486436298,0.7994888361100405,0.7499123444353195,0.8382196036378061,0.7819683368618572,0.7492341413946949,0.78250524342741,0.8075166789510018,0.7954788558542759,0.7607438221272371,0.7392015113978444,0.7682689001608071,0.777050706995751,0.7596100099164379,0.7735096445628112,0.757691263497703,0.7337265200647395,0.8195433649557133,0.7825214484259446,0.7872501490319588,0.787316603513376,1.0,0.7735402784020926,0.7959546220572375,0.7795626688462934,0.8873575579827667,0.8635751489939024,0.7575570464509531,0.7693753028182145,0.7286445715457801,0.7585146671815557,0.7541444883852326,0.7633658899282485,0.7755725929231986,0.7480182615940854,0.7809069066848258,0.7051323764542222,0.7622526237708506,0.764931963480302,0.7626179716367338,0.8065789752987704,0.7791905635533518,0.7359029814363904,0.7571406306037752,0.7534066266248691,0.7529349783758422,0.7477152064420752,0.7765400654217195,0.7562902160647947,0.7458062964612558,0.7566384660184571,0.7601785571555825,0.7929764816144849,0.754942751692072,0.744515150090653,0.7544022897485564,0.751731081608191,0.7518041930764363,0.7445554007202974,0.7692898091453816,0.7560958073812913,0.7855902284097319,0.7705101551317508,0.7519290743789583,0.7765709311839751,0.7542031432788826,0.7300630827196449,0.718916427208903,0.7349166833361223,0.7521257269735702,0.7722105513447103,0.7493989166902338,0.7495444176379783,0.7803706145367831,0.7771359138477129,0.7755725929231986,0.7742379386445856,0.8032217017840683,0.7653705820679505,0.7374136985697581,0.7574640218317731,0.7464350701754553,0.7714429039282863,0.7743525772829309,0.7593724581435267,0.7914834900511081,0.7731892722086647
34,帮我做一下旅游规划，尽量避开杭州市人流很多和经常堵车导致旅游体验感下降的地方,"情境感知,个性化知识理解,隐性步骤提取,任务调度,长任务,复杂任务,特定语义功能,自主寻找,信息获取,条件判断,偏好分析,信息分析,信息处理,信息存储与提取,生成","[-0.00753457  0.0022996   0.01723346 ...  0.01386523  0.0018177
 -0.02352354]",0.7902040226350123,0.8132535144053699,0.7579956778915783,0.7789058697817183,0.7493331642295535,0.7622864188135212,0.7744272627294646,0.7574545083694537,0.7517367592470963,0.8293626565381297,0.7977256505226807,0.7753346027171215,0.7712509472647715,0.7789438679899153,0.7599021513765052,0.7581753695906127,0.7747784432942116,0.7673472200476409,0.8053175319664435,0.8524250453434563,0.7931146696304427,0.7518690237772044,0.7289844843956826,0.7753902157718277,0.8944113428862903,0.8826854153840397,0.7880503942667272,0.7570921027338727,0.7501746981473348,0.7737630984948244,0.8545710648328402,0.8040786111248064,0.8740898089397824,0.7735402784020926,1.0,0.7895673477652243,0.7958874201633412,0.7795200066854904,0.7842113591677875,0.7764404084435662,0.7728613358857125,0.7425232150032882,0.7538074827565006,0.754313233415271,0.7471791258043431,0.7661367422793702,0.7352078128473134,0.788946646405049,0.7239087257331894,0.760278192266145,0.7558806852359096,0.763695896978653,0.7867013391035313,0.8125545291969782,0.766195649501421,0.7853841138923006,0.7562190646170179,0.7284200525245985,0.7835332972459489,0.7583349183130803,0.7337218477837543,0.7321706030875975,0.7744947515293331,0.7713569178844752,0.8384966293665359,0.7664458194520372,0.7623522095240631,0.7529412546543506,0.7894634398328416,0.7694365274706361,0.784755725682034,0.7598550994463259,0.7705414329155839,0.8135273398127001,0.7690544365920975,0.7441709369678458,0.7791523513896945,0.7464358873521985,0.7495794662820865,0.7408185070841713,0.8097172854096278,0.7964228610933066,0.7542083237386844,0.744850452322026,0.7391018779591907,0.7557765210220064,0.768123162227959,0.7661367422793702,0.7732659273953006,0.7706833211086134,0.811226308665586,0.790127397313672,0.8426662128038517,0.8161787083767825,0.7765284855454234,0.7582513609675585,0.7412885315875847,0.7804957425449286,0.8184854151446094
35,从本地和互联网帮我整理一下半导体投资的信息,"自主寻找,信息权限,信息获取,条件判断,信息分析,信息处理,信息存储与提取,通用","[-0.00774799  0.00100018  0.01653727 ...  0.00990592  0.00275735
 -0.00938528]",0.7971442759736286,0.7655805151776971,0.7710705953723556,0.7779844264358505,0.7644786342051375,0.7604677141394925,0.8432373065689504,0.7804025638313011,0.7490194623153741,0.7786182670889109,0.8127274816392385,0.7751180571922778,0.7630516890192357,0.8496983376915377,0.8256216123628611,0.7752220770054625,0.7546845654905727,0.7419625551872422,0.8472865722770714,0.7862856288584346,0.7792547625649838,0.7680219232771974,0.7449210210486265,0.7638309507814884,0.8033632032028538,0.7699642164026388,0.818248447774597,0.8476216929495549,0.7330779751145501,0.7635551344886674,0.7829279959880633,0.842041308105975,0.7946952820267484,0.7959546220572375,0.7895673477652243,1.0000000000000002,0.7808560470354439,0.8060888014191244,0.7925218203501502,0.782769888296982,0.7999580945468063,0.7479040218369034,0.7662863943324698,0.7763492088315652,0.7545667188124016,0.7734613826235641,0.7578426330330968,0.8062594181808059,0.7396298382162413,0.7720082407763548,0.7595923142552934,0.7822683581407577,0.7954078957031538,0.7723430941785715,0.7592188585215092,0.7739163973004033,0.7676181569115645,0.7662005037767319,0.7939233408549231,0.7778100772330636,0.731473263096074,0.7674079407982635,0.7541823200681587,0.7599827603890025,0.805982193669417,0.7698581058549707,0.7747536617883711,0.7527833125924226,0.7798002870066898,0.7915388320649909,0.7956581628541012,0.7937699584528815,0.7579061834883095,0.8037906841198807,0.7672045393739442,0.741744409765284,0.7973472815509666,0.7621601027850587,0.7623476505426423,0.7389336626478179,0.7817474441960776,0.780901837479946,0.7568934683285765,0.7181286136784639,0.7606863501290068,0.7815505465939938,0.805763348517898,0.7734613826235641,0.8063523218000463,0.767929627193937,0.7848447054396052,0.746479137555485,0.7889638032189991,0.7667626161480566,0.7736575481364792,0.7617487890462362,0.730254147335762,0.7817048802876926,0.7753618123390075
36,帮我调整角度和光影拍出ins风格的照片,"不完整方法理解,情境感知,个性化知识理解,高级智能理解,特定执行动作,特定应用功能,特定语义功能,设备联通,通用,专业,智能","[-0.02279687  0.00111949 -0.01338638 ...  0.02787189  0.00142735
 -0.01840033]",0.7951688488468915,0.7566587699431733,0.7767789624289941,0.8470213285193913,0.8178803302579294,0.7863557652283268,0.7569289607851283,0.7467888078747361,0.8284048334507095,0.752657998467729,0.8023362949991903,0.8279551914920424,0.7994317853214701,0.7799759776540914,0.752792135877912,0.747152054845268,0.7713728236442188,0.742997871244357,0.7876336500518519,0.793025069727268,0.8393119493638322,0.8429921073946863,0.7268012853725796,0.7597540370550118,0.8090674289962534,0.7804583944996492,0.7957492712524805,0.7679691537287745,0.7875110749353048,0.7582004097602697,0.7744583984183331,0.8088141669682777,0.7939528538381184,0.7795626688462934,0.7958874201633412,0.7808560470354439,1.0,0.7905036807740052,0.7714789761311224,0.8197262836211223,0.7786492952004759,0.7494264992119761,0.7624638688524388,0.7746956813886147,0.7720221726824389,0.7871077531654952,0.7467955606906541,0.7738179809287834,0.7439068365705368,0.8554935580746235,0.76695476208251,0.8072677277025001,0.7834460278702374,0.7865221054298546,0.7682587072110193,0.7731071546571563,0.7722707019050422,0.7438767037785093,0.7731807018073654,0.7696469335265531,0.7692099867848448,0.7575509896889608,0.8061707872885997,0.7501671898956944,0.8084263072037073,0.7724037324305404,0.780684181744553,0.7705357286501286,0.7963996669602857,0.7803045658965454,0.772730745797327,0.7639156897268475,0.816731668683269,0.8222807876243877,0.8026590890011205,0.8090682707804899,0.7859803501299664,0.7530279553108978,0.7532417983534441,0.7519994116875272,0.7761072016557289,0.7693699536866376,0.7770133984300166,0.7398180284257301,0.7627593003322004,0.7733774616280761,0.7740905821952484,0.7871077531654952,0.7738284232929556,0.7795074286564133,0.7951714651826234,0.7851387764784266,0.7872048528401563,0.7603684469504313,0.7964313040712651,0.7790724408956041,0.7514492564535812,0.7871978511715821,0.7745789859274266
37,【在闲鱼发布页】帮我决定转让物品的价格并发布链接,"特定应用功能,特定语义功能,信息获取,信息分析,信息处理,信息存储与提取,通用","[-0.00214998 -0.01231711  0.00184826 ... -0.00055387  0.00240342
 -0.0348686 ]",0.7696948692036172,0.7664265123818959,0.7808782445784709,0.7782048365985988,0.7872976207031708,0.7534256366220761,0.7861288333743535,0.8586453236528548,0.751078479702594,0.7779650140326176,0.7662077745632749,0.7948429270213679,0.7570277139917824,0.7870871477785374,0.7899017542206519,0.8260328361135441,0.7705822517560611,0.7455300124844639,0.791045812766378,0.788463462455336,0.8108032189558444,0.7853180233384452,0.7433478118183774,0.7558245374159935,0.7903497302537779,0.7660447421164527,0.7689624224862388,0.7576875473089498,0.721511671629636,0.8082889568343262,0.7767484128783954,0.8069110778810072,0.8065763028688947,0.8873575579827667,0.7795200066854904,0.8060888014191244,0.7905036807740052,1.0,0.8575486514128411,0.7659215081304289,0.7837887159963198,0.736490285309457,0.7643431138491756,0.7673779013939721,0.7608087590977838,0.7831022904359258,0.7630061621985377,0.7923085013600266,0.730384215631758,0.7914990486767749,0.7727821312426233,0.7687216005973623,0.8071321679665256,0.8215727717864141,0.7575525681890433,0.766478288102883,0.7822264337652077,0.736621643430177,0.7654048608997077,0.7709032281295893,0.7501723270424161,0.7470555446290118,0.7561686805180499,0.7471249246335157,0.8053893898593715,0.7542801442174266,0.7586264862786368,0.7710007719029545,0.77742323585092,0.7635727246938067,0.7651913741757835,0.7846653886963189,0.768692505817318,0.8194513837993476,0.7713365818356483,0.756515145419453,0.7919098778501898,0.7800212612915532,0.7406631832036749,0.7347391501841672,0.7502245946861328,0.7703025317005399,0.766726420228683,0.760749040430174,0.7665925514379696,0.7879503786496737,0.77033377162561,0.7831022904359258,0.7885315747484808,0.7802504069952778,0.7785930032647901,0.7491094654604297,0.7654639240285811,0.7540888775652682,0.7717003605044939,0.7735733771626011,0.7774023949629647,0.7877887757044194,0.7872763522779295
38,帮我和咸鱼用户沟通一下，确定交易时间,"不完整目标理解,句子成分缺失理解,口语化表达理解,情境感知,个性化知识理解,特定应用功能,信息获取,信息处理,通用,智能","[ 0.00215788 -0.01786632  0.01349915 ...  0.00199505  0.00968044
 -0.02326872]",0.7808582457668594,0.7824445289757628,0.7897360879056119,0.7746237126169246,0.7665725532288892,0.7673331106069198,0.7786824671651925,0.8179575175191582,0.7396590520761118,0.8100895511461305,0.7749088475230324,0.793222830889591,0.7725388427399176,0.7917728776486492,0.7658309389045715,0.8001177870936494,0.793672079381247,0.7751988191011892,0.7867074082179479,0.798306466012465,0.7948203190712113,0.7399291956018222,0.7676259670105009,0.8030819751748131,0.8092779038056892,0.80249416708992,0.7797241020290169,0.7548998343406658,0.7251982032378183,0.8708799534655612,0.7981631206630437,0.7971971719730099,0.8204399674752578,0.8635751489939024,0.7842113591677875,0.7925218203501502,0.7714789761311224,0.8575486514128411,0.9999999999999999,0.8028621081088982,0.7615171037435708,0.7362555037758951,0.7608867383602909,0.7525976446142167,0.7534925416840667,0.7545967594813163,0.7496140747278359,0.7830817338167023,0.7302223686844035,0.7692982604344084,0.7654155008802754,0.7475469803938579,0.8245451720566692,0.8122096713847152,0.7858756517962934,0.7679073813758234,0.784450472593752,0.7573510110582075,0.7586228671328485,0.7839462584476583,0.7418844126510333,0.7728377935353548,0.7609403968514995,0.7979961629226011,0.8281877962038788,0.7430174960429073,0.7454130076748402,0.75844396668674,0.7634162777784825,0.7499716806373347,0.7686098496620748,0.7606157340562442,0.7551309605274692,0.8003370229685007,0.7662630054105765,0.7579022870483118,0.767812881229439,0.7573338146192184,0.7243097076006868,0.7564875466683174,0.7615093052905201,0.795564092844307,0.7529035748976979,0.7295637959065546,0.7509413658448123,0.7653739466235432,0.7591729541308763,0.7545967594813163,0.7937578979195203,0.8183329784645693,0.8107291444315426,0.7816677873960125,0.79160521948222,0.7495765904201926,0.7819381216438387,0.7591940467642256,0.7510098192060782,0.8233064509624428,0.7675559657787671
